Customer Code,Customer name,Customer Channel type, Customer coordinates X , Customer coordinates y ,Number of Doors,Route,Rep name,Supervisor name,Service Channel,Depot,USM name,Region,RSM,Discount
Cs 774,42-P-رودى ماركت,SM,31.265186,29.993515,3,42-Pre 41 ميامي,Rep 153,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,1.25%
Cs 775,42-P-مؤسسة على,Kiosks,31.270655,29.994653,1,42-Pre 41 ميامي,Rep 153,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 776,42-P-ميامى,LG,31.268808,29.994507,2,42-Pre 41 ميامي,Rep 153,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 777,42-P-ميامي,SG,31.266554,29.988793,1,42-Pre 41 ميامي,Rep 153,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 778,42-P-خليل الحلوانى,Kiosks,31.262638,29.986188,2,42-Pre 45 خالد بن الوليد,Rep 154,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 779,42-P-سراى,LG,31.251304,29.97436,1,42-Pre 45 خالد بن الوليد,Rep 154,Sup 27,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 780,42-P-سمايا ماركت,SG,31.259866,29.984437,1,42-Pre 45 خالد بن الوليد,Rep 154,Sup 27,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 781,42-P-على كيفك,Kiosks,31.265089,29.988238,1,42-Pre 45 خالد بن الوليد,Rep 154,Sup 27,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 782,42-P-قناوى,SM,31.265042,29.988249,1,42-Pre 45 خالد بن الوليد,Rep 154,Sup 27,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 783,42-P-مكة جملة ماركت,Kiosks,31.26408,29.990054,1,42-Pre 45 خالد بن الوليد,Rep 154,Sup 27,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 784,42-P-الروينى,SM,31.253387,29.981753,2,42-Pre 46 محمد نجيب,Rep 155,Sup 27,Presell,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 785,42-P-عوض يحيى,Kiosks,31.244824,29.980997,1,42-Pre 46 محمد نجيب,Rep 155,Sup 27,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 786,42-P-عينو,LG,31.259163,29.98635,2,42-Pre 46 محمد نجيب,Rep 155,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 787,42-P-فيكتوريا,SG,31.249584,29.980269,1,42-Pre 46 محمد نجيب,Rep 155,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 788,42-P-اسواق الامل,Kiosks,31.254993,29.985389,2,42-Pre 48 الملك حفني,Rep 156,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 789,42-P-الصقر,LG,31.262745,29.996169,2,42-Pre 48 الملك حفني,Rep 156,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 790,42-P-مصباح,SG,31.256868,29.991181,3,42-Pre 48 الملك حفني,Rep 156,Sup 27,Conv,East_Alex,USM 14,Alex,RSM 3,1.25%
Cs 791,42-P-الاشراف,Kiosks,31.24238,29.994067,3,42-Pre 51 السيوف,Rep 157,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,1.25%
Cs 792,42-P-الجزيرة,SG,31.240945,29.995147,1,42-Pre 51 السيوف,Rep 157,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 793,42-P-الزهراء,Kiosks,31.242494,29.984942,2,42-Pre 51 السيوف,Rep 157,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 794,42-P-المجاهد,LG,31.238259,29.993403,1,42-Pre 51 السيوف,Rep 157,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 795,42-P-المدينة المنورة الساعة,SG,31.243019,29.984601,1,42-Pre 51 السيوف,Rep 157,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 796,42-P-جروسرى,Kiosks,31.239895,29.997505,1,42-Pre 51 السيوف,Rep 157,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 797,42-P-زهراء السيوف,SM,31.241333,29.997999,1,42-Pre 51 السيوف,Rep 157,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 798,42-P-مصباح,Kiosks,31.240592,29.987853,1,42-Pre 51 السيوف,Rep 157,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 799,42-P-الشيخ,SM,31.254029,29.995653,2,42-Pre 53 سيدي بشر قبلي,Rep 158,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 800,42-P-العباسى,Kiosks,31.25316,29.997399,2,42-Pre 53 سيدي بشر قبلي,Rep 158,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 801,42-P-البركة,LG,31.2543,29.999358,3,42-Pre 54 القاهرة,Rep 159,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,1.25%
Cs 802,42-P-العربي,SG,31.25545,30.004141,3,42-Pre 54 القاهرة,Rep 159,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,1.25%
Cs 803,42-P-سوق المدينة,Kiosks,31.256,29.996249,1,42-Pre 54 القاهرة,Rep 159,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 804,42-P-المدينة المنورة,SG,31.263499,30.001033,2,42-Pre 57 سوق الثلاثين,Rep 160,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 805,42-P-بازار الطيب,Kiosks,31.267757,30.025171,1,42-Pre 57 سوق الثلاثين,Rep 160,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 806,42-P-رزق,LG,31.255219,30.012915,1,42-Pre 57 سوق الثلاثين,Rep 160,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 807,42-P-ميدو,SG,31.262037,30.001804,1,42-Pre 57 سوق الثلاثين,Rep 160,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 808,42-P-البان الشيخ,Kiosks,31.275574,30.017954,1,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 809,42-P-الروينى,SM,31.265317,30.003919,1,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 810,42-P-المختار,Kiosks,31.270206,30.023475,2,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 811,42-P-بازار اللؤلؤة,SM,31.269884,30.007519,1,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,0.75%
Cs 812,42-P-بلال,Kiosks,31.279342,30.016121,2,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 813,42-P-عبدة الامانة,SM,31.273953,30.018436,2,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Conv,East_Alex,USM 14,Alex,RSM 3,1.00%
Cs 814,42-P-مصباح المندرة,Kiosks,31.270526,30.006326,3,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,1.25%
Cs 815,42-P-مكة,LG,31.263298,30.012587,3,42-Pre 60 المندرة قبلي,Rep 161,Sup 28,Presell,East_Alex,USM 14,Alex,RSM 3,1.25%
Cs 816,05- عقد شبيك لبيك ( 23 يوليو,SG,30.7934,31.17042,1,23 يوليو,Rep 162,Sup 29,Presell,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 817,05-G  كافيار,Kiosks,30.7917,31.17544,2,23 يوليو,Rep 162,Sup 29,Presell,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 818,05-G عقد العثيم,LG,30.81026,30.99637,1,الاستاد,Rep 163,Sup 29,Presell,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 819,05-ماركت اليمامه,SG,30.77218,30.99507,2,الاستاد,Rep 163,Sup 29,Conv,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 820,05- ريهام البرماوى ( اسواق خاصه,Kiosks,30.7966,31.0068,1,الجامعه,Rep 164,Sup 29,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 821,05- هايبر اولاد متولى,SM,30.7719,31.0039,1,الجامعه,Rep 164,Sup 29,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 822,05-G السلام ماركت,LG,30.79284,31.004,1,الجامعه,Rep 164,Sup 29,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 823,05-عقد أسواق المنشاوى,SG,30.78945,31.0073,1,الجامعه,Rep 164,Sup 29,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 824,05-S  المرلى,Kiosks,30.77218,30.99205,1,الحكمه,Rep 165,Sup 29,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 825,05-G السنطاوى,SM,30.79416,31.11849,2,السنطه,Rep 166,Sup 29,Presell,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 826,05- سوكال ( العجيزى,Kiosks,30.7956,30.99598,1,العجيزى,Rep 167,Sup 29,Presell,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 827, مالك ماركت,LG,30.8015,30.99166,2,الفاتح,Rep 168,Sup 30,Presell,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 828,05- ماركت المصريين ( الفاتح,SG,30.7226,30.98422,1,الفاتح,Rep 168,Sup 30,Presell,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 829,05- هايبر باندا ( الفاتح,Kiosks,30.7205,30.98333,2,الفاتح,Rep 168,Sup 30,Presell,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 830,05- الغايش 2 ( النادى,LG,30.97656,30.98622,2,النادى 2,Rep 169,Sup 30,Presell,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 831,05-ماركت السلام 2,SG,30.7956,30.99149,3,النادى,Rep 170,Sup 30,Presell,Tanta,USM 15,Delta,RSM 4,1.25%
Cs 832,05- برديسى (اسواق خاصه,Kiosks,30.9757,31.0039,3,بطرس,Rep 171,Sup 30,Conv,Tanta,USM 15,Delta,RSM 4,1.25%
Cs 833,05- نور الدين(زفتى2,SM,30.8021,31.2451,1,زفتى 2,Rep 172,Sup 30,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 834,05-اسواق الروضه(زفتى2,Kiosks,30.7205,31.2418,2,زفتى 2,Rep 172,Sup 30,Conv,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 835,05-G  الغايش 2,SM,30.82102,31.0106,1,سعيد,Rep 173,Sup 31,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 836,05- عقد مرحبا,Kiosks,30.8255,31.17312,1,شكرى القوتلى,Rep 174,Sup 31,Conv,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 837,05-ميجا سنتر (شكرى لبقوتلى,LG,30.7107,31.18635,1,شكرى القوتلى,Rep 174,Sup 31,Presell,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 838,05-G المهندس,SG,30.8021,30.9997,1,قحافه,Rep 175,Sup 31,Presell,Tanta,USM 15,Delta,RSM 4,0.75%
Cs 839,05-G-عقد السيسى ماركت1,Kiosks,30.82102,30.81714,2,كفر الزيات 1,Rep 176,Sup 31,Presell,Tanta,USM 15,Delta,RSM 4,1.00%
Cs 840,05-G-عقد السيسى ماركت2,LG,30.8255,30.8122,3,كفر الزيات 1,Rep 176,Sup 31,Presell,Tanta,USM 15,Delta,RSM 4,1.25%
Cs 841,05-هايبر الدلتا,SG,30.7107,31.2384,3,كفر عنان,Rep 177,Sup 31,Presell,Tanta,USM 15,Delta,RSM 4,1.25%
Cs 842,06-هيثم السبع,Kiosks,31.03717,31.3909,1,المختلط,Rep 178,Sup 32,Conv,Mansoura ,USM 16,Delta,RSM 4,0.75%
Cs 843,06-اسواق المزرعه,SG,31.05866,31.40582,2,جديله,Rep 179,Sup 32,Conv,Mansoura ,USM 16,Delta,RSM 4,1.00%
Cs 844,06-اسواق شبانة,Kiosks,31.03921,31.40583,2,جديله,Rep 179,Sup 32,Conv,Mansoura ,USM 16,Delta,RSM 4,1.00%
Cs 845,06-خطي الحبيب ماركت,LG,31.03535,31.40393,3,جديله,Rep 179,Sup 32,Conv,Mansoura ,USM 16,Delta,RSM 4,1.25%
Cs 846,06-ماركت الرضوان,SG,31.0339,31.4039,3,جديله,Rep 179,Sup 32,Conv,Mansoura ,USM 16,Delta,RSM 4,1.25%
Cs 847,06-س.م عباد الرحمن,Kiosks,31.0328,31.35699,1,ش البحر,Rep 180,Sup 32,Conv,Mansoura ,USM 16,Delta,RSM 4,0.75%
Cs 848,06-اسواق الرحمة مشعل,SM,31.0328,31.37871,2,ش بورسعيد,Rep 181,Sup 32,Presell,Mansoura ,USM 16,Delta,RSM 4,1.00%
Cs 849,06-ماركت النقيطي,Kiosks,31.0351,31.37943,1,ش بورسعيد,Rep 181,Sup 32,Presell,Mansoura ,USM 16,Delta,RSM 4,0.75%
Cs 850,06-السعيد ابو ريه,SM,31.05225,31.3587,2,شارع الترعه,Rep 182,Sup 32,Presell,Mansoura ,USM 16,Delta,RSM 4,1.00%
Cs 851,06-مول باندا,Kiosks,31.0558,31.3642,2,شارع الترعه,Rep 182,Sup 32,Presell,Mansoura ,USM 16,Delta,RSM 4,1.00%
Cs 852,06-الربيع,LG,30.588873,31.3987,3,عزبة الشال,Rep 183,Sup 33,Presell,Mansoura ,USM 16,Delta,RSM 4,1.25%
Cs 853,06-الطازج,SG,30.588293,31.3965,3,عزبة الشال,Rep 183,Sup 33,Presell,Mansoura ,USM 16,Delta,RSM 4,1.25%
Cs 854,06-ماركت النيل,Kiosks,30.586576,31.3968,1,عزبة الشال,Rep 183,Sup 33,Presell,Mansoura ,USM 16,Delta,RSM 4,0.75%
Cs 855,06-سوبر ماركت المنى,SG,30.589222,31.39076,2,عزبة عقل,Rep 184,Sup 33,Conv,Mansoura ,USM 16,Delta,RSM 4,1.00%
Cs 856,06-ماركت العمدة,Kiosks,30.590984,31.40528,1,كفر البدماص,Rep 185,Sup 33,Conv,Mansoura ,USM 16,Delta,RSM 4,0.75%
Cs 857,06-هايبر الدالى,LG,30.710249,31.3825,2,يمين طلخا,Rep 186,Sup 33,Conv,Mansoura ,USM 16,Delta,RSM 4,1.00%
Cs 858,07-الحرية,SG,30.720217,31.501893,1, 3 القومية,Rep 187,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 859,07-الكورنيش ماركت,Kiosks,30.719912,31.50225,2, 3 القومية,Rep 187,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 860,07-س م الهلالي,SM,30.718082,31.500822,2, 3 القومية,Rep 187,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 861,07-مركاتو الطوخي هايبر ماركت,Kiosks,30.588748,31.501045,3, 3 القومية,Rep 187,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 862,07-هايبر السلام,SM,30.590651,31.474314,3, 3 القومية,Rep 187,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 863,07-اسواق المدينة,Kiosks,30.710249,31.258633,1, ميت غمرب,Rep 188,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 864,07-اسواق ميت غمر 2,SM,30.585908,31.254857,2, ميت غمرب,Rep 188,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 865,07-ماركت العبور,Kiosks,30.585921,31.254634,1, ميت غمرب,Rep 188,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 866,07-مصر والسودان ميت غمر,LG,30.599395,31.249565,1, ميت غمرب,Rep 188,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 867,07-س م ABC,SG,30.591472,31.486856,1,07-الجامعة,Rep 189,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 868,07-س م بيتي,Kiosks,30.592268,31.485785,1,07-الجامعة,Rep 189,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 869,07-الصالحية ماركت,LG,30.596431,31.508273,1,07-س م الجلاء والمنتزة,Rep 190,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 870,07-س.م عالم ماركت,SG,30.589564,31.503831,2,07-س م الجلاء والمنتزة,Rep 190,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 871,07-عالم ماركت2,Kiosks,30.592006,31.490351,1,07-س م الجلاء والمنتزة,Rep 190,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 872,07-A2Z هايبر,SM,30.588811,31.493415,2,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 873,07-ابو احمد 3,LG,30.582843,31.487101,1,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 874,07-البارونA2Z هايبر,SG,30.593127,31.498991,2,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 875,07-الحبيب ماركت,Kiosks,30.591384,31.494352,2,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 876,07-ام القري,SM,30.590999,31.495095,3,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 877,07-س م ارض الخيرات,Kiosks,30.580958,31.497297,3,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 878,07-س م السوق امركزي,LG,30.596175,31.497609,1,07-س م الزقازيق,Rep 191,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 879,07-س.م ابو احمد 5,SG,30.5868,31.490649,2,07-س م الزقازيق,Rep 191,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 880,07-س.م الحياه,Kiosks,30.584319,31.49056,1,07-س م الزقازيق,Rep 191,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 881,07-س.م نيو فتح الله,LG,30.590482,31.494799,1,07-س م الزقازيق,Rep 191,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 882,07-ماركت a2z 3,SG,30.589298,31.496985,1,07-س م الزقازيق,Rep 191,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 883,07-ماركت أبو أحمد_1,Kiosks,30.580958,31.517344,1,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 884,07-ماركت أبو أحمد_2,SM,30.580475,31.49636,1,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 885,07-ماركت ابوخليفه,Kiosks,30.5868,31.500287,2,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 886,07-ماركت التوحيد,SM,30.584319,31.496137,1,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 887,07-ماركت الروضة,Kiosks,30.590482,31.494397,2,07-س م الزقازيق,Rep 191,Sup 34,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 888,س.م باندا07,LG,30.589298,31.494866,2,07-س م الزقازيق,Rep 191,Sup 34,Conv,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 889,07-س.م سلسبيل,SG,30.580475,31.506845,3,07-س م شارع فاروق والزراعة,Rep 192,Sup 35,Conv,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 890,07-الصفوة مول,Kiosks,30.522083,31.350187,3,07-منافذ منيا القمح,Rep 193,Sup 35,Conv,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 891,07-زريق جمله ماركت,LG,30.521802,31.349651,1,07-منافذ منيا القمح,Rep 193,Sup 35,Conv,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 892,07-هايبر ابو بدير,SG,30.714982,31.351132,2,07-منافذ منيا القمح,Rep 193,Sup 35,Conv,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 893,07-هايبر ابو بدير2,Kiosks,30.718506,31.341609,2,07-منافذ منيا القمح,Rep 193,Sup 35,Conv,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 894,07-هايبر ابو بدير3,SG,30.721725,31.350098,1,07-منافذ منيا القمح,Rep 193,Sup 35,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 895,07-هايبر ابو عمر 1,Kiosks,30.519335,31.353225,2,07-منافذ منيا القمح,Rep 193,Sup 35,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 896,07-هايبر ابو عمر 2,LG,30.522083,31.347775,1,07-منافذ منيا القمح,Rep 193,Sup 35,Presell,Zagazig,USM 17,Delta,RSM 4,0.75%
Cs 897,07-هايبر الصياد,SG,30.521802,31.348221,2,07-منافذ منيا القمح,Rep 193,Sup 35,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 898,07-اسواق بطوط,Kiosks,30.714982,31.259328,2,07-منافذ ميت غمر,Rep 194,Sup 35,Presell,Zagazig,USM 17,Delta,RSM 4,1.00%
Cs 899,07-اسواق ميت غمر 1,SM,30.718506,31.259909,3,07-منافذ ميت غمر,Rep 194,Sup 35,Presell,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 900,07-س م فريندز,Kiosks,30.721725,31.253292,3,07-منافذ ميت غمر,Rep 194,Sup 35,Presell,Zagazig,USM 17,Delta,RSM 4,1.25%
Cs 901,44-SB الجيلانى ماركت,SM,30.5499,31.0079,1, الجلاء البحرى,Rep 195,Sup 36,Conv,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 902,44-SB بشاير الخير,Kiosks,30.5513,31.0084,2, الجلاء البحرى,Rep 195,Sup 36,Conv,Shebin El Kom,USM 18,Delta,RSM 4,1.00%
Cs 903,44-SB دلتا ماركت,LG,30.5497,31.0121,1, الجلاء البحرى,Rep 195,Sup 36,Conv,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 904,44-SB سما ماركت,SG,30.5631,31.0098,1, الجلاء البحرى,Rep 195,Sup 36,Conv,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 905,44-SB هايبر الاسلامية,Kiosks,30.5388,31.0074,1, الجلاء البحرى,Rep 195,Sup 36,Conv,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 906,44-SB اسواق ياسمين,SG,30.5501,31.0181,1, شبين شرق2,Rep 196,Sup 36,Presell,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 907,44-SB السرايا ماركت,Kiosks,30.5418,31.0183,1, شبين شرق2,Rep 196,Sup 36,Presell,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 908,44-SB بندة ماركت,LG,30.5513,31.0123,2, شبين شرق2,Rep 196,Sup 36,Presell,Shebin El Kom,USM 18,Delta,RSM 4,1.00%
Cs 909,44-SB مترو شبين,SG,30.5685,31.0122,1, شبين شرق2,Rep 196,Sup 36,Presell,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 910,44-SB هيبر الطيبات,Kiosks,30.5599,31.0135,2, شبين شرق2,Rep 196,Sup 36,Presell,Shebin El Kom,USM 18,Delta,RSM 4,1.00%
Cs 911,44-SB هيبر خير بلدنا,SM,30.5595,31.0119,2, شبين شرق2,Rep 196,Sup 36,Conv,Shebin El Kom,USM 18,Delta,RSM 4,1.00%
Cs 912,44-SB وكالة الكوثر,Kiosks,30.5462,31.0132,3, شبين شرق2,Rep 196,Sup 36,Conv,Shebin El Kom,USM 18,Delta,RSM 4,1.25%
Cs 913,44-SB  هيبر ماركاتو,SM,30.5685,31.0037,3, شبين غرب2,Rep 197,Sup 37,Conv,Shebin El Kom,USM 18,Delta,RSM 4,1.25%
Cs 914,44-SB بشاير الخير ابو علم,Kiosks,30.5625,31.0041,1, شبين غرب2,Rep 197,Sup 37,Conv,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 915,44-SB الاسلامية 2,SM,30.5599,31.0066,2, شبين غرب3,Rep 198,Sup 37,Conv,Shebin El Kom,USM 18,Delta,RSM 4,1.00%
Cs 916,44-SB جلهوم 1@2,Kiosks,30.5595,31.0078,1, شبين غرب3,Rep 198,Sup 37,Conv,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 917,44-SB س. م البكرى,LG,30.5462,31.0108,2, شبين غرب3,Rep 198,Sup 37,Presell,Shebin El Kom,USM 18,Delta,RSM 4,1.00%
Cs 918,44-SB هيبر وسط البلد,SG,30.5573,31.0104,1, شبين غرب3,Rep 198,Sup 37,Presell,Shebin El Kom,USM 18,Delta,RSM 4,0.75%
Cs 1068,45-اسواق العابد,SM,30.073045,31.244819,2,45-PRE_GPXش شبرا,Rep 93,Sup 18,Presell,45-Shobra,USM 9,Giza,RSM 2,1.00%
Cs 1069,54-15-الشاعر-المتميز,Kiosks,29.98644,30.979263,1,المتميز,Rep 104,Sup 20,Presell,54-6 October,USM 10,Giza,RSM 2,0.75%
Cs 1070,54-H-التقوي-السادس 3,LG,29.94176,30.93322,2,Pre-السادس3,Rep 233,Sup 19,Presell,54-6 October,USM 10,Giza,RSM 2,1.00%
Cs 1071,54-SCH-H-الكلاوى-الحى الاول,SG,29.968623,30.946369,2,شويبس-5,Rep 234,Sup 20,Presell,54-6 October,USM 10,Giza,RSM 2,1.00%
Cs 1072,54-H-SCH-الهنى-الاردنية,Kiosks,29.980298,30.942123,3,شويبس-4,Rep 235,Sup 20,Conv,54-6 October,USM 10,Giza,RSM 2,1.25%
Cs 1073,54-H-16-الفايدى -الثالث,LG,29.964715,30.938798,3,الحي الثالث,Rep 99,Sup 19,Conv,54-6 October,USM 10,Giza,RSM 2,1.25%
